Name,Category,Subcategory,Categories,Description,Long Description,Tags,Owner Name,Address,Phone,Email,Website,Message Link,Image URL,Featured,Hours,Hours Location Name,Specials,Specials Image URL,Profile Enabled,Owner Email,License Number,Facebook,Instagram,TikTok,YouTube,LinkedIn,Twitter,Pinterest,Additional Locations,Business ID
Beland Tax & Notary Services,professionals,Tax & Notary Services,,"Beland Tax & Notary Service has been helping individuals and small businesses with tax preparation, bookkeeping, payroll, QuickBooks support, and notary services for over 30 years. Locally owned and based in downtown Redmond, they provide knowledgeable, personalized service you can count on year-round.",,Corporate Taxes; Tax Services; Licensed Tax Consultant; Tax Preparation; Individual Taxes; Business Taxes; Loan Signing; Remote Online Notary; Notary; Mobile Notary; Notary Public,,"611 SW 5th St., Redmond, OR 97756",541-279-8605,JulieNind@gmail.com,https://www.belandtaxservice.com/,,https://scontent-sjc6-1.xx.fbcdn.net/v/t39.30808-1/327167723_423537496599603_6351011695863623710_n.jpg?stp=dst-jpg_tt6&cstp=mx585x585&ctp=s480x480&_nc_cat=109&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=GYrfqf-ABI0Q7kNvwGA0Hbf&_nc_oc=AdodL16ztN_dYEn-ouonL6RzU23gU9PMpaKejpSnh22R4auznEEU_OqjNJgFDk1NdLA&_nc_zt=24&_nc_ht=scontent-sjc6-1.xx&_nc_gid=3oPGw1EVLaUNWe3CJViTpA&_nc_ss=7b2a8&oh=00_Af_bNEgCB7x1z-TIVCc4P21D6bBQfNuigrPswfdj9dLC8w&oe=6A2944F3,No,Mon - Sat 10 am - 4 pm,,,,Yes,,,https://www.facebook.com/BelandTax/,,,,,,,,6a23605420f0faf58dcce3f0
Anna's Creations & Alterations,shopping,Specialty Shops,,"""Your clothing is in the best hands!""

",,Monogramming; Tailoring; Alterations; Sewing; Bridal Alterations; Hemming,,,541-306-1087,anacreationsllc@gmail.com,,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/0d4fa9c2a_AnniesAlterations.jpg,No,,,,,Yes,,,https://www.facebook.com/profile.php?id=100070227999055,,,,,,,,6a235e16db1285e3aa14ba9f
Sweet Oasis Chocolate Shop,food-drink,Snacks & Treats,,"Come in to fix that sweet tooth craving! While you're in the store, also check out their newest edition of Pokemon.

We specialize in Handcrafted Gourmet Popcorn (60+ Flavors), Ice Cream, Bubble Tea, Hand Made Fudge, Truffles, Old Fashioned Candy and so much more!",,Family Friendly; Locally Owned; Gift Sets,,"535 SW 6th St., Redmond, OR 97756",541-408-0821,,,,https://assets.cdn.filesafe.space/bSVzQa4vXOQIymm0xMWH/media/6a23568449e55f85197dd198.png,No,,,,,Yes,,,https://www.facebook.com/redmondsweets,,,,,,,,6a23583c262bf14a3a4b951f
Trinity Lane Photography,professionals,Photography,,"Sheri’s primary emphasis during every photo session is creating a comfortable, relaxed experience while capturing genuine, meaningful moments. With gentle guidance and an easygoing approach, she works with your natural energy and personality—whether documenting the anticipation of maternity, the tenderness of a newborn, the connection of a family, an important milestone, a senior year, or a professional headshot. Clients appreciate the calm, no-stress flow of the session, making the experience enjoyable, personal, and truly memorable.",,Family Friendly; Photographer; Family Photos; Portrait Photography; By Appointment,,"526 NW 95th St, Redmond, OR 97756",503-577-3787,sheri@trinitylanephotography.com,https://www.trinitylanephotography.com,,https://images.squarespace-cdn.com/content/v1/583c4330b3db2bd3af61a741/59cd19d4-c475-4f2a-bc3d-f3256e011777/TLP+new+logo+%285625+x+1875+px%29+%2858.59+x+19.53+in%29+%281+x+1+in%29.png?format=1500w,No,Mon - Sat 9am - 5 pm,,,,Yes,,,https://www.facebook.com/trinitylanephotography,@trinitylanephotography,,,,,,,6a1cae46f4a72670feef0c50
Three Sisters Backcountry,outdoors,Outdoor Experiences,outdoors; lodging,"Three Sisters Backcountry offers unforgettable backcountry ski and mountain experiences in the heart of the Central Oregon Cascades. Known for the iconic Tam Rim Yurts and the Skyline Hut-to-Hut Ski Traverse, Three Sisters Backcountry has been connecting adventurers with Oregon's winter wilderness since 2008.

Guests can experience multi-day ski traverses, backcountry lodging, and self-propelled mountain adventures surrounded by stunning alpine scenery, old-growth forests, and the rugged beauty of the Three Sisters region. The Tam Rim Yurts provide a unique backcountry retreat, while the Skyline Traverse offers an immersive hut-to-hut experience across some of Central Oregon's most spectacular winter terrain.

Founded by local outdoor enthusiasts and now stewarded by longtime mountain professionals Syver and Lisa Pearson, Three Sisters Backcountry continues a tradition built on community, adventure, stewardship, and a deep love for the mountains.",,backcountry skiing; ski touring; hut-to-hut; yurt lodging; winter wilderness; alpine adventures; guided tours; mountain experiences; Central Oregon Cascades; Three Sisters; outdoor recreation; multi-day tours; lodging; eco-tourism; Locally Owned,,"319 NW Fir Ave., Redmond, OR 97756",Please Email,,https://www.threesistersbackcountry.com/,,https://images.squarespace-cdn.com/content/v1/5d5dc59f27fded0001090e1b/1566428778680-Z7F6LM9K4RJW6PNQDC90/three-sisters-backcountry-blue.png?format=1500w,No,,,,,Yes,,,,@threesistersbackcountry,,,,,,,6a1ca4168134c09c51ed459d
Holli Sells Homes,professionals,Real Estate,,"Local real estate guidance with real-world experience, creative solutions, and a calm approach when things feel overwhelming. From first-time buyers to down-sizers, investors, and unique situations, Holli helps people navigate the process with confidence because it’s all figure-out-able.

Proud creator of The Redmond Compass, built to help local businesses, events, nonprofits, and neighbors stay connected.",,Family Friendly; Locally Owned; Downsizing; First-Time Buyers; Investment Properties; Real Estate; Homes for Sale; Local Resources; Tired Landlords; Investors,,"Redmond, OR 97756",541-640-3800,Holli@HolliSellsHomes.net,https://HolliSellsHomes.net,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/e4c1a92e3_ItsALLFigure-out-able.png,No,8am - 6pm M-F (By Appointment only on weekends),,,,Yes,,,https://www.facebook.com/HolliSellsHomes,https://www.instagram.com/holli_sells_homes/,,https://www.youtube.com/@MovingToCentralOregon,https://www.linkedin.com/in/holli-cobb-94a0531b9/,,,[],6a17a03ef0d8c37fb65e779f
The Adventure Hub,lodging,Short-Term Rentals,lodging,Short-term rentals in the Redmond area — from a cozy downtown retreat to a luxurious Eagle Crest escape. Contact Holli to check availability and book your stay.,,vacation rental; short-term rental; pet friendly; Eagle Crest; downtown; hot tub; game room,,"Redmond, OR 97756",541-640-3800,coadventurehub@gmail.com,,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/8dc46a206_ADVENTUREHUBPNG.png,No,Contact Holli to check availability,,,,Yes,,,,,,,,,,[],6a178d4ec13a0fe0a5e05219
Glenn's Custom Fly Rods,shopping,Specialty Shops,shopping; outdoors,"Handcrafted custom nodeless bamboo fly rods by Glenn Varnado, a WWII Veteran with over 60 years of rod-making experience. Each rod is a one-of-a-kind piece built with precision and pride. Call for pricing.",,Handcrafted; Custom Orders; Small Batch; Locally Owned; By Appointment; Outdoor Gear,,"Redmond, OR 97756",541-419-3800,,,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/284f10e41_GlennsFlyRods.png,No,By Appointment,,,,Yes,,,,,,,,,,,6a170627db58d2b16951781c
WriterEditor.com,professionals,Editing & Proofreading,,"Your one-stop solution for professional writing. 

From big-picture strategy to polished final pieces, you get consistent, high-quality work without juggling multiple writers. Reliable, experienced, and ready to bring your ideas to life.",,Technical Writing; Content Writer; Editor; Copywriter; Proofreading; Creative Writing; Project-Based,,"Redmond, OR 97756",541-480-8190,CM@writereditorcm.com,https://writereditorcm.com,,,No,By Appointment,,,,Yes,,,,,,,,,,[],6a1646f42e3f6d84031a266f
AIC Insurance Agency,professionals,Insurance,,"AIC Insurance helps businesses and individuals protect what matters most. We offer commercial, professional, cyber, trucking, and personal insurance solutions with experienced guidance and responsive service nationwide.
",,Commercial Insurance; Personal Insurance; Cyber Insurance; Trucking Insurance; Professional Insurance; Nationwide; Business Insurance,,"847 SW 6th St., Redmond, OR 97756",503-607-0702,info@aicinsagency.com,aicinsagency.com,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/606355be8_AICInsurance.png,No,,,,,Yes,,,https://www.facebook.com/AICInsuranceAgencyRedmond/,,,,,,,,6a164308b6c18ed9f24705fc
Sanjana Sachdeva. Photography,professionals,Photography,,"A nature-focused photographer with roots in India, she captures the beauty of the world through light, color, and quiet moments. Her work is inspired by personal growth, a love for the outdoors, and a mission to share peace, perspective, and purpose through every image.",,Photographer; Family Photos; Senior Photos; Outdoor Photography; Portrait Photography; Individual Photos; By Appointment,,"Redmond, OR 97756",503-367-5500,info@sanjana-sachdeva.com,https://sanjana-sachdeva.com/,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/d4fb689f6_SanjanaSachdevaPhotography.png,No,By Appointment,,,,Yes,,,https://www.facebook.com/sanjana.sachdeva.photography,sanjana.sdeva,,,,,,[],6a1641fa349e2a7c6d02fdfe
Renee DiSimone Dugan,education,Music Lessons,,I teach private piano lessons out of my home in Redmond. ,,Music Lessons; Adult Lessons; Kids Welcome; In-Home Studio; Private Lessons; Piano Lessons,,"Redmond, OR 97756",503-803-2365,reneedugan67@gmail.com,https://omta-centraloregon.org/find-a-teacher/,,,No,By Appointment Only,,,,Yes,,,,,,,,,,[],6a163f5a1bf8c2cde7fc3363
"GetOut, LLC",outdoors,Equipment & Vehicle Rentals,,"Choose from our premium selection of cars, SUVs, trucks and recreational vehicles for your Central Oregon adventure.",,Car Rental; Motorcycle Rental; Vehicle Rental; Equipment Rental; Luxury Rental,,"Redmond, OR",,getoutoregon@gmail.com,https://getout.llc,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/f12989b15_GetOutLLC.jpg,No,By Appointment,,,,Yes,,,https://www.facebook.com/profile.php?id=61586036141111#,https://www.instagram.com/getoutllc/,,,,,,[],6a15e00c68973a315ca1adc9
Ripple Effect Massage Co.,beauty-wellness,Massage,,"Customized massage sessions to help you get the best results so you can get out there and do what you love.

With 17 years of professional massage experience, I've had the honor of working with so many people and their aches and pains. Deep tissue and flowy Swedish are my favorite ways to massage.
",,Massage,,"716 SW 11th St., Redmond, OR 97756",503-289-7229,natalieburkelmt@gmail.com,https://rippleeffectmassage.com/,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/9cffe91f7_image.png,No,Appointment,,,,Yes,,,https://www.facebook.com/profile.php?id=61584954446357,,,,,,,,6a15dca4c3359911e398fc52
Smith Rock BMX,sports-fitness,Running & Cycling,,"Tues & Fri racing. Practice & registration 6-7pm, $10/1st bike, $5/each addtl bike/family member.",,Kids & Youth; Recreational; BMX Track; BMX Racing; Race Events; Bike Park; Youth Racing; Adult Racing; Beginner BMX; Competitive BMX; Helmet Required; Race Nights,,"1935 NE Maple, Redmond, OR 97756",541-316-0005,smithrockbmx1610@yahoo.com,,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/2427464d8_SmithRockBMX.jpg,No,,,,,Yes,,,https://www.facebook.com/BMXSmithRock,,,,,,,,6a15db8f2d3266f7a8fc30bc
WildBird Window Washing,home-services,Cleaning,,"Crystal-clear windows without the hassle. Justin with WildBird Window Washing is a local Central Oregon business owner focused on doing things the right way… showing up, doing quality work, and leaving your home looking noticeably better than when he arrived.

From routine residential cleanings to getting your home ready to sell, host, or just enjoy the view again, WildBird delivers professional results at a price that makes sense. No streaks, no shortcuts, no nonsense.

If your windows are overdue for some attention, this is your sign. Reach out for a free estimate and give your windows the spa day they’ve been asking for.",,Residential Cleaning; Commercial Cleaning; Free Estimates; Window Cleaning,,"Redmond, OR",541-699-7372,wildbirdfair@gmail.com,,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/e2cba67fb_WildBird.jpg,No,By Appointment,,,,Yes,,,https://www.facebook.com/profile.php?id=61590020177713,,,,,,,,6a15ce2daa5294b2b6818c5d
Loki and Rio walk alongs,pet-services,Training,pet-services,"Need a dog to walk your human? Loki the stranger friendly German shepherd is your guy. Difficulty walking? No problem, His colleague Rio can pull people in his wagon, helmets required.",,Dog Friendly; Reservations Accepted; Pet Friendly; Conditioning; Coaching,,Meet at the deli on the corner of salami and pepperoni,,,Paw's on the run,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/f067f0d8c_ChatGPTImageMay27202608_17_52AM.png,No,After 12pm. No early birds please. All other birds accepted.,,,,Yes,,,,,,,,,,,6a153013b2d7910a03c50455
Mountain Peaks Athletics,sports-fitness,Cheerleading,sports-fitness,"At Mountain Peak Athletics, we help athletes discover their voice, build strength, and learn the power of teamwork. From first-time cheerleaders to returning athletes, every child gains new skills, friendships, and memories that last a lifetime.

Join the Mountain Peak Athletics family today—where every cheer counts, and every athlete belongs.",,Kids & Youth; Beginner Friendly; Competitive Team; Recreational; Coaching; Youth Sports; Cheerleading; All-Star Cheer; Tumbling; Dance; Teamwork; Competitive Cheer; Classes,,"2719 NW 7th St., Suite A, Redmond, OR 97756",541-480-6504,info@mountainpeakathletics.com,https://mountainpeakathletics.com/,,https://mountainpeakathletics.com/images/logo.png,No,Class Hours Mon - Thurs 11:00 a.m. - 8:00 p.m,,,,Yes,,,,,,,,,,,6a13afd1f708b60ed7b3d1ba
Mom's Kitchen Events & Catering,food-drink,Restaurants,food-drink; entertainment,"We feed people....and now we host you, too! Catering, private Chef service, and our Redmond venue for weddings, parties, and corporate events.",,Family Friendly; Locally Owned; Women-Owned; Corporate Events; Private Events; Mobile Catering,,"Redmond, OR",541-213-9696,momskitchen541@gmail.com,https://www.momskitchencateringco.com/,,"https://static.wixstatic.com/media/edd63f_394563ef01c749d5b2d4bfcf7b6e9af0~mv2.jpg/v1/fill/w_123,h_123,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Mom's%20Kitchen%20Logo.jpg",No,,,,,Yes,,,https://www.facebook.com/momskitchen541,,,,,,,,6a136916e0aa9caaab74f87b
Cale's Handyman Services,home-services,Repair,home-services,"A variety of services to offer. Climb ladders, clean gutters, detail your car, keep your yard looking nice - about anything you'd need done, Cale can do. Based in Redmond but gladly serves all of Central Oregon",,Insured & Bonded; Free Estimates; Pressure Washing,,"Redmond, OR",503-887-9808,Caleshandymanservices@gmail.com,,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/39e2480da_image.png,No,,,,,Yes,,,https://www.facebook.com/CalesHandymanServices/,,,,,,,,6a135744ac8449a5fbfa2f70
REV Athletics,beauty-wellness,Fitness,,"The REV HP Method combines performance-driven strength training with hormone-focused wellness to optimize energy, recovery, and output—so you can maximize your capacity at any level.

Strong is the goal. REV HP is the method.
",,Weights; Classes; Membership Options,,"494 SW Veterans Way Suite 1, Redmond, OR 97756",541-249-9907,info@trainwithrev.com,https://trainwithrev.com/,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/f86744341_generated_image.png,No,,,,,Yes,,,https://www.facebook.com/trainwithrev/,@tierakaylee,,,,,,,6a135536970f56f4e72360c4
Gemini Beauty Company,beauty-personal-care,Skincare,,"At Gemini Beauty Co., our mission is to provide exceptional beauty services that empower and uplift every client. We are dedicated to delivering exemplary service through personalized treatments that enhance your natural beauty, while ensuring a positive, welcoming, and uplifting experience. With a focus on creating a safe and comfortable environment, we prioritize your well-being, confidence, and satisfaction at every step of your beauty journey. Whether you're here for skincare, brow design, or a relaxing treatment, we strive to make every visit a moment of self-care and rejuvenation, where you feel valued, confident, and truly cared for.",,,,"1508 NW 8th St., Redmond, OR 97756",541-639-7753,Megan@Geminibeautycompany.com,https://geminibeautyco.glossgenius.com,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/dfe35112e_GeminiBeauty.jpg,No,M - F   9am - 7pm    Sat 10am - 5pm    Sun 8am - 5pm,,,,Yes,,,https://www.facebook.com/Gemini.Beauty.Company,,,,,,,[],6a1340e31ac9c7ed65b1ecec
Ride With Julie,transportation,Local Rides,transportation,"Reliable local rides and airport transportation with friendly service you can count on.
",,Scheduled Rides; Airport Transfers; Local Rides; On-Demand; Flat Rate; No Surge Pricing; Door-to-Door; Errands & Delivery; Senior-Friendly; Medical Appointments,,"Redmond, OR",(503) 302-4427,hello@ridewithjulie.com,RideWithJulie.com,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/900bf224e_RideWithJulie.jpg,No,By Appointment,,,,Yes,,,https://www.facebook.com/profile.php?id=61585027122288,@ride_with-Julie,,,,,,,6a133e2521d1213f52da7998
Pacific Perks®,food-drink,Food Trucks,food-drink,"Pacific Perks is a mobile catering company that brings great food, drinks, and personalized service directly to your event. Whether it’s a business meeting, neighborhood gathering, private party, or team event, their team focuses on creating a fun, memorable experience that keeps guests talking long after the event is over.",,Food Trucks; Family Friendly; Locally Owned; Takeout Available,,,541-213-7133,faith@pacificperkscentral.com,https://pacificperkscoffee.com/contact/bend/,,https://pacificperkscoffee.com/wp-content/uploads/2022/06/pacific-perks-logo-500w-01.png,No,,,,,Yes,,,https://www.facebook.com/pacificperkscentral,@pacificperkscentral,,,,,,,6a13369e2c7cb766f9433457
MAC Home Services,home-services,Cleaning,,"Mac Home Services provides complete home services for Redmond, Oregon and the surrounding communities of Central Oregon including Home Management, Vacation Rental Cleaning, Window cleaning, gutter cleaning, pressure washing, snow removal, holiday light installation, and more!",,Vacation Rental Cleaning; Window Cleaning; Gutter Cleaning; Holiday Light Installation; Snow Removal; Pressure Washing; Home Management,,"Redmond, OR",541-797-1889,contact@machomeservices.net,https://www.machomeservices.net/,,https://www.machomeservices.net/wp-content/uploads/2025/09/finallogoforheader.png,No,,,,,Yes,,,https://www.facebook.com/MACHomeServices1,,,,,,,,6a132eca7fec54ddb506e8bc
Queen City Carpentry,home-services,Contractors,home-services,Trusted woman-owned construction company bringing craftsmanship and integrity to Eastern Oregon.,,Locally Owned; Construction; Remodeling,,"Redmond, OR",(541) 406-9217,support@queencitycapentry.com,https://queencitycarpentry.com/,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/d2d1800aa_QueenCityCarpentry.jpg,No,,,,,Yes,,,https://www.facebook.com/profile.php?id=61583526239429,,,,,,,[],6a132b4c7d3c6907b2920f1f
Mary Kay ® Consultant Sheri' DuMond,beauty-personal-care,Skincare,beauty-personal-care,"A Mary Kay Independent Beauty Consultant offering personalized skincare and beauty solutions tailored to your individual needs. From daily skincare routines to makeup consultations and product education, every recommendation is designed to help you feel confident and look your best.

With a focus on one-on-one service and high-quality products, you’ll get guidance that goes beyond the basics—whether you’re refreshing your routine, preparing for an event, or just wanting a little extra self-care.",,Direct Sales; Skincare Consultant; Makeup Consultant; Online Ordering; Women-Owned; Gift Sets; Locally Owned,,"Redmond, OR",425-306-9133,dumond.sd66@hotmail.com,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.MaryKay.com%2Fsheridumond%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBExRHJxN2ZLN21kakJKQURQNnNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR4eBM31umFPA8nLNrtsfF-4ObQVo7bb3xeJIqkmEf5lSUx0BU5zNyrsbTURwQ_aem_Zw-U8-CXkAvOZ1dz86CmXQ&h=AUCTXtKvAPjOJRBpkZbs-9svXP54ByWimm0bILlsbS1JP0VGEyvjuf5NV83iWjMFy2a5fJZF8yEcqlHAWRafYXk6msM4XDs4AtZ_WPMHtj5EIg8GIhs5Qxn1GHkOE_BfKCF0awATa04jJuQZy_h1xg&__tn__=R]-R&c[0]=AUClqLcV3uBFIs2bXVWo1sApwIGQx6YsRBYc0fNNKP8tDqqCrJtcR4V70_6b-Kmq78RNOAFsLkGR90UR25gvDe6AkMQAPIHRGRZLfqW39xlqkfQsovHBw7lhwDWCVJyrM3V6vyNuG6bTnfa72pbBCkwDnHLGzkXuSRlnh_mQDM8f3v2ghRw&c[1]=AUClqLcV3uBFIs2bXVWo1sApwIGQx6YsRBYc0fNNKP8tDqqCrJtcR4V70_6b-Kmq78RNOAFsLkGR90UR25gvDe6AkMQAPIHRGRZLfqW39xlqkfQsovHBw7lhwDWCVJyrM3V6vyNuG6bTnfa72pbBCkwDnHLGzkXuSRlnh_mQDM8f3v2ghRw,,https://www.marykay.com/on/demandware.static/Sites-marykay-us-Site/-/default/dwf3db1fef/images/logo.svg,No,,,,,Yes,,,https://www.facebook.com/sheri.dumond/,,,,,,,,6a1329d79a5ad0f6f1145a34
Safe Acres Animal Sanctuary,pet-services,Animal Rescue & Sanctuary,pet-services,"Safe Acres focuses on rescue & rehab of animals needing help & support. We strive to build community programs & educational systems to aid animal owners! We stand in defense of abuse, neglect & slaughter bound horses, donkeys & mules.",,Animal Rescue; Horse Rescue; Donkey Rescue; Rehabilitation; Nonprofit; Volunteer Opportunities; Donations Welcome,,,,safeacressanctuary@gmail.com,https://safeacres.com/,,"https://img1.wsimg.com/isteam/ip/ac1e0c99-24c8-411c-a8aa-5e3aaee1563a/SAS%20Tank%20Top%20Logo%20png.png/:/rs=w:103,h:120,cg:true,m/cr=w:103,h:120/qt=q:95",No,,,,,Yes,,,https://www.facebook.com/SafeAcres/,,,,,,,,6a13262f3045401a750f176f
Our Personal Touch,shopping,Specialty Shops,,"With over 40 years in business, we’ve built a reputation we could easily rely on—but we continue to push for quality because we love what we do. From embroidery and design to vinyl transfers and direct-to-garment printing, we create pieces that leave a lasting impression and turn everyday items into meaningful keepsakes.",,Holli's Pick; Handcrafted; Personalized Gifts; Embroidery; Custom Orders; Monogramming; Hats & Bags; Turnaround Time Available; Apparel Customization; Corporate Gifts,,"410 SW Black Butte Blvd., Redmond, OR 97756",541-548-2615,,https://www.ourpersonaltouch.com/,,https://www.ourpersonaltouch.com/rshared/ssc/i/riq/8322056/f/f/t/0/0/logo.svg,No,Mon - Thurs 7:30 am - 5:30 pm,,,,Yes,,,https://www.facebook.com/profile.php?id=61556708667233,,,,,,,,6a131fd9746558e245b1c80d
Suds to Sparkle Cleaning Services,home-services,Cleaning,,"Suds to Sparkle Cleaning Services delivers detailed, reliable cleaning that leaves your home truly refreshed—not just surface clean. From routine residential cleanings to deep cleans, move-in/move-out services, and post-construction cleanup, every space is handled with care and precision.

Fully bonded and insured, Suds to Sparkle offers peace of mind along with a polished finish. Whether you’re preparing for a move, recovering from a renovation, or just ready to hand off the cleaning, you can count on consistent, high-quality results every time.",,Move-In / Move-Out; Deep Cleaning; Residential Cleaning; Recurring Service; Insured & Bonded,,"Redmond, OR",541-420-4644,sudstosparklecleaning@gmail.com,,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/49ed289a6_SudstoSparkleCleaning.jpg,No,,,,,Yes,,,https://www.facebook.com/profile.php?id=61573294061633,,,,,,,,6a131ee7bbf976dbe7688d67
Smith Rock Nut Roasters,food-drink,Specialty Foods,,"Smith Rock Nut Roasters is a family-owned business rooted in Central Oregon, crafting small-batch roasted nuts with care and quality. What started as a simple side hustle has grown into a passion project, bringing people together through great food and a love for the outdoors.",,Small Batch; Local Vendors; Locally Owned,,"Redmond, OR ",,smithrocknutroasters@gmail.com,https://smithrocknutroasters.com/,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/bc6d20af8_SmithRockRoasters.jpg,No,,,,,Yes,,,https://www.facebook.com/smithrocknutroasters, smith.rock.nut.roasters,,,,,,,6a131743cb2792833743e9ff
Blackbird Bread Company,food-drink,Bakeries,,"A dedicated GLUTEN FREE cottage bread bakery and patisserie in Redmond, OR

Making gluten free goodness for gluten lovers!
",,Gluten Free; Family Friendly; Takeout Available; Local Vendors; Locally Owned,,"Redmond, OR",,blackbirdbreadco@gmail.com,https://www.facebook.com/profile.php?id=61576133308089,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/4e477e1f6_BlackbirdBreadCo.jpg,No,,,,,Yes,,,,,,,,,,[],6a1312767e0b90f8c870957d
Frosted GF Delights,food-drink,Bakeries,food-drink,"A Redmond-based home bakery specializing in delicious gluten-free treats that don’t taste gluten-free. From cookies and cinnamon rolls to breads and donuts, everything is made with 100% gluten-free ingredients in a licensed home kitchen.

Owner Carrie is a self-taught baker who pours heart, creativity, and a little chaos into every batch. With local pickup, weekly “Frosted Friday” preorders, and select retail locations around Central Oregon, it’s easy to enjoy her sweet (and slightly salty) creations.",,Locally Owned; Gluten Free; Local Vendors; Family Friendly,,"Redmond, OR",(503) 459-1514,carrieberrybeth@gmail.com,https://www.facebook.com/frostedgfdelights,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/df4994355_FrostedDelights.jpeg,No,Call or Email for Availability,,,,Yes,,,https://www.facebook.com/frostedgfdelights,@frostedgfdelights,,,,,,,6a130c1b5deb09c981b3c1c3
PresenceMD,beauty-wellness,Weight & Hormone Health,beauty-wellness; health; professionals,"PresenceMD offers membership-based specialty care designed for real, ongoing support. Dr. Torree McGowan, board-certified in emergency and obesity medicine, provides personalized care with direct access, telehealth, and consistent follow-through — with programs focused on weight management and hormone health.",,membership-based care; weight management; hormone health; telehealth; obesity medicine; emergency medicine; personalized care; direct access; women's health; primary care; concierge medicine; Dr. Torree McGowan,,"Terrebonne, OR",,doc@presencemd.net,https://www.presencemd.net/,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/4b4f57171_Torree.jpg,No,By Appointment Only,,,,Yes,,,https://www.facebook.com/presencemd,https://www.instagram.com/presence_md/,,,https://www.linkedin.com/in/torree-mcgowan/,,,,6a129e2a71ae1be0a25afbd0
Schoolhouse Produce,community-markets,Farmers Markets,,"Bringing Redmond and all of Central Oregon families the best local and organic produce, meats, gourmet foods, lunch and culinary seasonings to inspire nourishing meals from the ground up.",,Fresh Produce; Seasonal; Organic; Local Vendors,,"1430 SW Highland Ave., Redmond, OR 97756",541-504-7112,,schoolhouseproduce.com,,"https://static.wixstatic.com/media/decb9b_1418de870e6841449c462ff8275d5d36~mv2.png/v1/fill/w_145,h_171,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Schoolhouse-producelogo.png",No,,,,,Yes,,,,,,,,,,,6a128f8c6a12be1065a4e769
Desert Peaks Bookkeeping - Katelin Williams,professionals,Bookkeeping,,Certified Quickbooks ProAdvisor,,Bookkeeping,,,541-728-3041,desertpeaksbookkeeping@gmail.com,,,,No,,,,,Yes,,,,,,,,,,,6a1273e2826f39d51401bea6
Jamie's Sun Spa LLC,beauty-personal-care,Hair Cutting & Styling,,"We are a Kid Friendly Salon and Shop. 

We offer many different services such as; Tanning, Massage, Hair and Nails. 

We are also a great beauty need shop: clothes, do Terra, etc.  

We are THE ONE STOP SHOP! Our goal is to help women and men feel more confident when the leave our establishment.",,Locally Owned; Holli's Pick; Facials; Hair Salon; Tanning; Hair Products; Massage,,"632 SW 6th St., Redmond, OR 97756",541-419-7128,,https://www.jamiessunspa.org/,,"https://static.wixstatic.com/media/b0f7b6_b6adb88fd5d24434b31f75bc10301fd8~mv2.jpg/v1/fill/w_69,h_75,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Jamie%20Sun%20Spa%20Logo_edited_edited.jpg",No,,,,,Yes,,,,,,,,,,,6a12720c704408f221e49e68
Pawfect Harmony Pup Spa,pet-services,Grooming,,"
From small to LARGE, and wooly mutts to short sport cuts, I promise your pup is in good hands!

Pawfect Harmony Pup Spa works on all breeds and specializes in doodles of all sizes, and offers many different styles of cuts.

So shoot me a text, an email, or even give me a call. I would LOVE to meet you and your furry friends! -Steph",,Pet Friendly; Holli's Pick,,"632 SW 6th St, Redmond, OR 97756",541-233-1310,pawfectharmonypupspa@outlook.com,https://pawfectharmonypupspa.com,,https://images.squarespace-cdn.com/content/v1/681ec1b1b4d1155f0fd53a3d/f87e7232-d1c1-45ec-a30c-9111c9640441/Brown+Illustration+Dog+Grooming+Logo.png?format=750w,Yes,Appointment Only,,,,Yes,,,,,,,,,,[],6a126c9066e88b58d21308c4
